Prediction,Target,Machine Percentage,Similarity Percent,Occurances,Count
"['density function', 'non markovian model', 'stochastic time petri net', 'difference bounds matrix', 'imprecise analysis', 'bernstein polynomial', 'bernstein polynomial', 'bern']","['quantitative evaluation', 'stochastic time petri nets', 'difference bounds matrix', 'bernstein polynomials', 'correctness verification', 'performance and dependability', 'dense time state space analysis', 'markov renewal theory', 'approximate state space representation', 'density function approximation']",N/A,0.12,1,2906
,,,,,
reanalysis,efficient reanalysis,0.554993927,0.78,1,2907
,,,,,
sensitivity analysis,sensitivity reanalysis,0.70976752,0.78,1,2908
,,,,,
structural optimization,sensitivity reanalysis,0.234160572,0.33,1,2909
,,,,,
repeated analysis,efficient reanalysis,0.314429492,0.63,1,2910
,,,,,
combined sensitivity analysis,combined approximations,0.433419436,0.67,1,2911
,,,,,
"['reanalysis', 'sensitivity analysis', 'structural optimization', 'repeated analysis', 'combined sensitivity analysis']","['sensitivity reanalysis', 'combined approximations', 'approximate reanalysis', 'efficient reanalysis']",N/A,0.12,1,2912
,,,,,
logistics certification,logistics,0.467718929,0.84,1,2913
,,,,,
online learning environment,self learning,0.011927183,0.48,1,2914
,,,,,
online certification,training,0.163696036,0.45,1,2915
,,,,,
online training,training,0.360369772,0.64,1,2916
,,,,,
"['logistics certification', 'online learning environment', 'online certification', 'online training']","['logistics', 'training', 'e learning', 'motivation', 'capability', 'self learning']",N/A,0.32,1,2917
,,,,,
seam computation,panorama editing,0.03029176,0.24,1,2918
,,,,,
image mosaic,panorama editing,0.287956744,0.5,1,2919
,,,,,
image processing,panorama editing,0.405586362,0.64,14,2920
,,,,,
image,interactive image boundaries,0.136239648,0.38,1,2921
,,,,,
"['seam computation', 'image mosaic', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image processing', 'image']","['digital panoramas', 'panorama editing', 'panorama seams', 'interactive image boundaries']",N/A,0.4,1,2922
,,,,,
service abstraction,services,0.207781985,0.6,1,2923
,,,,,
agglomerative clustering,agglomerative clustering,1,1,1,2924
,,,,,
service discovery,services,0.386309177,0.67,2,2925
,,,,,
"['service abstraction', 'agglomerative clustering', 'service discovery', 'service discovery']","['services', 'agglomerative clustering', 'abstraction recovery']",N/A,0.45,1,2926
,,,,,
average voice,voice conversion,0.167769447,0.56,1,2927
,,,,,
speech synthesis,voice conversion,0.482539266,56,1,2928
,,,,,
speaker adaptation,speaker adaptation,1,1,1,2929
,,,,,
hidden semi markov model,hidden semi markov model,1,1,1,2930
,,,,,
model adaptation,voice conversion,0.3029356,0.41,1,2931
,,,,,
"['average voice', 'speech synthesis', 'speaker adaptation', 'hidden semi markov model', 'model adaptation']","['speaker adaptation', 'hidden semi markov model', 'hmm based speech synthesis', 'speaker adaptive training', 'maximum likelihood linear regression', 'voice conversion']",N/A,0.23,1,2932
,,,,,
continuation algorithm,spectral collocation methods,0.208354682,0.35,1,2933
,,,,,
vortex pinning,spectral collocation methods,0.026163125,0.01,1,2934
,,,,,
rotating boseeinstein condensates,spectral collocation methods,0.061114479,0.03,1,2935
,,,,,
spectral collocation,spectral collocation methods,0.798957765,0.88,1,2936
,,,,,
chebyshev polynomials,grosspitaevskii equation,0.061372839,0.04,1,2937
,,,,,
"['continuation algorithm', 'vortex pinning', 'rotating boseeinstein condensates', 'spectral collocation', 'chebyshev polynomials']","['spectral collocation methods', 'grosspitaevskii equation', 'ground state solution']",N/A,0.23,1,2938
,,,,,
modelling,modelling,0.999999762,1,1,2939
,,,,,
cybernetics,cybernetics,1,1,1,2940
,,,,,
economic theory,economics,0.537114501,0.82,1,2941
,,,,,
"['modelling', 'cybernetics', 'economic theory']","['complexity', 'economics', 'modelling', 'causality', 'consciousness', 'cybernetics', 'creativity']",N/A,0.43,1,2942
,,,,,
fragmentation,fragmentation,0.999999762,1,1,2943
,,,,,
replication,replication,1,1,1,2944
,,,,,
allocation,replication,0.240333691,0.21,1,2945
,,,,,
reallocation,replication,0.26387462,0.31,1,2946
,,,,,
dynamic allocation,distributed dbms,0.191998005,0.39,1,2947
,,,,,
"['fragmentation', 'replication', 'allocation', 'reallocation', 'dynamic allocation']","['fragmentation', 'replication', 'distributed dbms', 'physical database design']",N/A,0.45,1,2948
,,,,,
decision support,clinical decision support,0.560349166,0.65,1,2949
,,,,,
cpoe,cpoe,1,1,1,2950
,,,,,
clinical,clinical decision support,0.052385066,0.4,1,2951
,,,,,
workflow,clinical decision support,0.113534719,0.33,1,2952
,,,,,
intervention,clinical decision support,0.068473443,0.03,1,2953
,,,,,
inpatient care provider order entry,clinical decision support,0.18693693,0.44,1,2954
,,,,,
patient safety,clinical decision support,0.296395242,0.46,1,2955
,,,,,
"['decision support', 'cpoe', 'clinical', 'workflow', 'intervention', 'inpatient care provider order entry', 'patient safety']","['cpoe', 'clinical decision support']",N/A,0.43,1,2956
,,,,,
method of approximate fundamental solutions,fundamental solutions,0.313538581,0.29,1,2957
,,,,,
axisymmetric problems,axisymmetric problems,1,1,1,2958
,,,,,
laplace operator,laplace equation,0.37638098,0.75,1,2959
,,,,,
special basis functions,fundamental solutions,0.104081161,0.32,1,2960
,,,,,
collocation matrix,laplace equation,0.168316931,0.32,1,2961
,,,,,
"['method of approximate fundamental solutions', 'axisymmetric problems', 'laplace operator', 'special basis functions', 'collocation matrix']","['fundamental solutions', 'axisymmetric problems', 'laplace equation', 'infinite domain']",N/A,0.32,1,2962
,,,,,
ordinal and binary regression models,ordinal data,0.343451798,0.52,1,2963
,,,,,
markov chain monte carlo,markov chain monte carlo,1.000000238,1,1,2964
,,,,,
bayesian inference,logistic regression,0.352652162,0.35,1,2965
,,,,,
mcmc,mixture distribution,0.060708813,0.04,2,2966
,,,,,
"['ordinal and binary regression models', 'markov chain monte carlo', 'bayesian inference', 'mcmc', 'mcmc']","['markov chain monte carlo', 'categorical data', 'cumulative link model', 'ld50', 'logistic regression', 'mixture distribution', 'metropolishastings algorithm', 'ordinal data', 'predictive posterior distribution', 'tolerance distribution']",N/A,0.12,1,2967
,,,,,
replica exchange,free energy calculation,0.050866168,0.03,1,2968
,,,,,
rest2,rest2,1,1,1,2969
,,,,,
namd,namd,1,1,1,2970
,,,,,
molecular dynamics,free energy calculation,0.193224952,0.03,1,2971
,,,,,
tcl,tcl,1,1,1,2972
,,,,,
hamiltonian exchange,free energy calculation,0.052826934,0.02,1,2973
,,,,,
"['replica exchange', 'rest2', 'namd', 'molecular dynamics', 'tcl', 'hamiltonian exchange']","['rest2', 'namd', 'tcl', 'free energy calculation']",N/A,0.41,1,2974
,,,,,
physically based modeling,physically based simulation,0.842476845,0.88,1,2975
,,,,,
fire,fire,1.000000238,1,1,2976
,,,,,
numerical simulation,physically based simulation,0.378754616,0.54,1,2977
,,,,,
visual rendering,visual adaption,0.323686928,0.79,1,2978
,,,,,
visual radiator,visual adaption,0.156354144,0.47,1,2979
,,,,,
fire visualization,fire,0.548486114,0.84,1,2980
,,,,,
"['physically based modeling', 'fire', 'numerical simulation', 'visual rendering', 'visual radiator', 'fire visualization']","['fire', 'physically based simulation', 'navierstokes equations', 'chemicalreaction', 'blackbody radiation', 'visual adaption']",N/A,0.61,1,2981
,,,,,
evaluation,program evaluation,0.320702195,0.71,1,2982
,,,,,
success,program evaluation,-0.018675391,0.04,1,2983
,,,,,
emergency response,emergencies,0.285398155,0.63,1,2984
,,,,,
medical information system,clinical laboratory information systems,0.644752085,0.62,1,2985
,,,,,
statpack,program evaluation,0.028504828,0.04,1,2986
,,,,,
quality,program evaluation,0.014354387,0.04,1,2987
,,,,,
information quality,program evaluation,0.173489764,0.44,1,2988
,,,,,
intention to use,program evaluation,-0.16846396,0.04,1,2989
,,,,,
user satisfaction,program evaluation,0.16618374,0.36,1,2990
,,,,,
individual impact,program evaluation,0.15683639,0.42,1,2991
,,,,,
organizational impact,program evaluation,0.249787897,0.44,1,2992
,,,,,
"['evaluation', 'success', 'emergency response', 'medical information system', 'statpack', 'quality', 'information quality', 'intention to use', 'user satisfaction', 'individual impact', 'organizational impact']","['emergencies', 'clinical laboratory information systems', 'program evaluation']",N/A,0.31,1,2993
,,,,,
satisfiability,probabilistic satisfiability,0.355030626,0.86,1,2994
,,,,,
column generation,cnf formulas,-0.010181887,0.04,1,2995
,,,,,
directed hypergraphs,directed hypergraphs,1,1,1,2996
,,,,,
integer programming,balanced matrices,0.12982595,0.37,1,2997
,,,,,
co occurrence graphs,directed hypergraphs,0.064651221,0.02,1,2998
,,,,,
partial <digit> trees,partial k trees,0.307672173,0.67,1,2999
,,,,,
k trees,partial k trees,0.362545043,0.81,1,3000
,,,,,
"['satisfiability', 'column generation', 'directed hypergraphs', 'integer programming', 'co occurrence graphs', 'partial <digit> trees', 'k trees']","['probabilistic satisfiability', 'cnf formulas', 'directed hypergraphs', 'partial k trees', 'balanced matrices']",N/A,0.41,1,3001
,,,,,
local binary patterns,local binary pattern,0.895984948,1,1,3002
,,,,,
face recognition,component based face recognition,0.296640843,0.68,1,3003
,,,,,
feature extraction,texture features,0.201367632,0.52,2,3004
,,,,,
"['local binary patterns', 'face recognition', 'feature extraction', 'feature extraction']","['local binary pattern', 'facial image representation', 'texture features', 'component based face recognition', 'face misalignment']",N/A,0.21,1,3005
,,,,,
decision feedback equalization,adaptive generalized decision feedback equalization,0.634614587,0.87,1,3006
,,,,,
mimo channel,mimo systems,0.655061185,0.89,1,3007
,,,,,
recursive least squares,adaptive generalized decision feedback equalization,0.092782505,0.04,1,3008
,,,,,
dichotomous coordinate descent,adaptive generalized decision feedback equalization,0.103382781,0.22,1,3009
,,,,,
adaptive channel equalization,adaptive generalized decision feedback equalization,0.586167574,0.7,1,3010
,,,,,
"['decision feedback equalization', 'mimo channel', 'recursive least squares', 'dichotomous coordinate descent', 'adaptive channel equalization']","['adaptive generalized decision feedback equalization', 'ordered successive interference cancelation', 'mimo systems', 'rlsdcd algorithm', 'v blast']",N/A,0.51,1,3011
,,,,,
interleaver,interleavers,0.806522608,0.97,1,3012
,,,,,
turbo coding,turbo codes,0.843539953,0.78,1,3013
,,,,,
power line communication,turbo codes,0.042205572,0.02,1,3014
,,,,,
orthogonal frequency division multiplexing,punctured matrix,-0.017363375,0.02,1,3015
,,,,,
punctured matrix,punctured matrix,1,1,1,3016
,,,,,
hsr code,turbo codes,0.20158343,0.36,1,3017
,,,,,
"['interleaver', 'turbo coding', 'power line communication', 'orthogonal frequency division multiplexing', 'punctured matrix', 'hsr code']","['interleavers', 'turbo codes', 'punctured matrix', 'plc', 'ofdm']",N/A,0.41,1,3018
,,,,,
two phase flow,two phase flow,1,1,1,3019
,,,,,
porous media,porous media,1,1,1,3020
,,,,,
domain decomposition,robinrobin domain decomposition,0.413499534,0.71,1,3021
,,,,,
coupled navierstokes and darcy system,darcy 's law,0.04960677,0.06,1,3022
,,,,,
robinrobin method,robinrobin domain decomposition,0.490342319,0.64,1,3023
,,,,,
"['two phase flow', 'porous media', 'domain decomposition', 'coupled navierstokes and darcy system', 'robinrobin method']","['two phase flow', 'porous media', 'robinrobin domain decomposition', ""darcy 's law""]",N/A,0.32,1,3024
,,,,,
extreme learning machine,extreme learning machine,1,1,1,3025
,,,,,
visual quality assessment,image quality assessment,0.748271763,0.83,1,3026
,,,,,
circular backpropagation,circular backpropagation,1,1,1,3027
,,,,,
multilayer perceptron,circular backpropagation,0.077292599,0.03,1,3028
,,,,,
reduced reference model,extreme learning machine,-0.004845386,0.01,1,3029
,,,,,
"['extreme learning machine', 'visual quality assessment', 'circular backpropagation', 'multilayer perceptron', 'reduced reference model']","['extreme learning machine', 'circular backpropagation', 'image quality assessment']",N/A,0.54,1,3030
,,,,,
reinforcement learning,machine learning,0.27288866,0.36,1,3031
,,,,,
batch sequencing,machine learning,0.268553466,0.21,1,3032
,,,,,
just in time,just in time production,0.388936043,0.85,1,3033
,,,,,
multi objective scheduling,scheduling,0.104095511,0.62,1,3034
,,,,,
distributed arrival time control,scheduling,0.096634135,0.04,1,3035
,,,,,
dynamic batch sizing,machine learning,0.199181616,0.1,1,3036
,,,,,
"['reinforcement learning', 'batch sequencing', 'just in time', 'multi objective scheduling', 'distributed arrival time control', 'dynamic batch sizing']","['scheduling', 'machine learning', 'just in time production']",N/A,0.42,1,3037
,,,,,
noncentral chi square distribution,chi square distribution,0.44176662,0.73,1,3038
,,,,,
neumann series expansion,neumann series,0.777324736,0.78,1,3039
,,,,,
loss of precision,algorithm,-0.154502854,0.03,1,3040
,,,,,
chi square error,chi square distribution,0.415210485,0.64,2,3041
,,,,,
"['noncentral chi square distribution', 'neumann series expansion', 'loss of precision', 'chi square error', 'chi square error']","['algorithm', 'chi square distribution', 'neumann series', 'q function']",N/A,0.32,1,3042
,,,,,
radio over fiber,radio over fiber,1,1,1,3043
,,,,,
coarse wavelength division multiplexing,coarse wavelength division multiplexing,1,1,1,3044
,,,,,
wireless sensor networks,wireless sensor network,0.887390018,1,1,3045
,,,,,
ieee 802.11,coarse wavelength division multiplexing,-0.172662288,0,1,3046
,,,,,
802.15.4,coarse wavelength division multiplexing,-0.164706588,0,1,3047
,,,,,
wsns,wireless sensor network,-0.161951885,0.03,2,3048
,,,,,
"['radio over fiber', 'coarse wavelength division multiplexing', 'wireless sensor networks', 'ieee 802.11', '802.15.4', 'wsns', 'wsns']","['radio over fiber', 'coarse wavelength division multiplexing', 'wireless sensor network', 'wireless local area network']",N/A,0.45,1,3049
,,,,,
chaos,chaos generator,0.523396313,0.75,1,3050
,,,,,
chaos generator,chaos generator,0.999999762,1,1,3051
,,,,,
piecewise smooth map,piecewise smooth continuous map,0.871089399,0.89,1,3052
,,,,,
chaos dynamics,chaos generator,0.50719136,0.74,1,3053
,,,,,
"['chaos', 'chaos generator', 'piecewise smooth map', 'chaos dynamics']","['chaos generator', 'border collision', 'piecewise smooth continuous map']",N/A,0.43,1,3054
,,,,,
energy efficient scheduling,energy efficiency,0.523304999,0.8,1,3055
,,,,,
multicore,multicore,1.000000238,1,1,3056
,,,,,
distributed data centers,workflows,0.039443634,0.02,1,3057
,,,,,
hierarchical scheduling,scheduling heuristics,0.234253958,0.55,1,3058
,,,,,
multi objective optimization,multicore,0.180178821,0.48,1,3059
,,,,,
"['energy efficient scheduling', 'multicore', 'distributed data centers', 'hierarchical scheduling', 'multi objective optimization']","['energy efficiency', 'multicore', 'workflows', 'scheduling heuristics']",N/A,0.54,1,3060
