,Prediction,Target,Bert scores,Human scores,F1
6203,anova f,anom,-0.05925411,0.03,0.0
6205,anom,anom,1.0,1.0,1.0
6207,type i error rate,type i error,0.503075898,0.91,0.0
6209,test power,test power,1.0,1.0,1.0
6211,variance ratio,analysis of variance,0.10659397400000001,0.72,0.0
6213,effect size,test power,0.07712045299999999,0.03,0.0
6215,"['anova f', 'anom', 'type i error rate', 'test power', 'variance ratio', 'effect size']","['anom', 'type i error', 'test power', 'simulation', 'analysis of variance']",0.4551047086715698,0.43,0.3636363636363636
6217,multi time interval sequential patterns,multi time interval,0.627203524,0.82,0.0
6219,sequential pattern mining,sequential pattern,0.583151639,0.71,0.0
6221,time interval information,time interval,0.500204325,0.89,0.0
6223,time interval data,time interval,0.460264415,0.87,0.0
6225,"['multi time interval sequential patterns', 'sequential pattern mining', 'time interval information', 'time interval data']","['multi time interval', 'time interval', 'sequential pattern', 'data mining', 'knowledge discovery']",0.41967093277477063,0.85,0.0
6227,wavelet neural network,wavelet neural networks,0.912208617,1.0,1.0
6229,particle swarm optimization,particle swarm optimization,0.9999997620000001,1.0,1.0
6231,field programmable gate array,field programmable gate array,1.0,1.0,1.0
6233,hardware implementation,particle swarm optimization,0.152506322,0.36,0.0
6235,"['wavelet neural network', 'particle swarm optimization', 'field programmable gate array', 'hardware implementation']","['wavelet neural networks', 'particle swarm optimization', 'field programmable gate array', 'prediction', 'identification']",0.6471574174033271,0.23,0.6666666666666665
6237,transaction level modeling,transaction level model,0.86250025,0.94,1.0
6239,rtl interfaces,interface synthesis,0.269105315,0.44,0.0
6241,mpsoc,hw sw co design,0.090488859,0.02,0.0
6243,tlm,hw sw co design,0.099586807,0.01,0.0
6245,mp3,channel,-0.14702810300000002,0.01,0.0
6247,rtl synthesis,interface synthesis,0.26509940600000004,0.54,0.0
6249,rtl bridges,universal bridge,0.17248947899999997,0.43,0.0
6251,"['transaction level modeling', 'rtl interfaces', 'mpsoc', 'tlm', 'mp3', 'rtl synthesis', 'rtl bridges']","['interface synthesis', 'transaction level model', 'universal bridge', 'design', 'experimentation', 'performance', 'hw sw co design', 'communication synthesis', 'channel', 'reliability', 'verification']",0.09583336114883423,0.41,0.1111111111111111
6253,construction heuristics,construction heuristics,0.9999997620000001,1.0,1.0
6255,rectilinear block packing,rectilinear blocks,0.812179208,0.66,0.0
6257,vlsi design,construction heuristics,0.053468945999999996,0.03,0.0
6259,newspaper layout,construction heuristics,0.067583457,0.02,0.0
6261,"['construction heuristics', 'rectilinear block packing', 'vlsi design', 'newspaper layout']","['efficient implementation', 'construction heuristics', 'rectilinear blocks', 'strip packing']",0.45304474234580994,0.51,0.25
6263,lattice boltzmann,lattice boltzmann method,0.763376057,0.95,0.0
6265,vapor liquid equilibrium,phase transition,0.057430922999999995,0.03,0.0
6267,artefacts,finite size effect,-0.129063711,0.03,0.0
6269,euler equations,lattice boltzmann method,0.076173335,0.04,0.0
6271,"['lattice boltzmann', 'vapor liquid equilibrium', 'artefacts', 'euler equations']","['lattice boltzmann method', 'phase transition', 'finite size effect']",0.21810744489942277,0.65,0.0
6273,vignetting,vignetting function estimation,0.45237579899999997,0.67,0.0
6275,image authentication,camera identification,0.496914655,0.6,0.0
6277,lens model,vignetting function estimation,0.12938369800000002,0.28,0.0
6279,forensic analysis,vignetting function estimation,0.19447027100000003,0.35,0.0
6281,maximum likelihood estimation,vignetting function estimation,0.31382808100000004,0.27,0.0
6283,image processing,camera identification,0.25138491399999996,0.67,0.0
6285,"['vignetting', 'image authentication', 'lens model', 'forensic analysis', 'maximum likelihood estimation', 'image processing']","['vignetting function estimation', 'camera identification']",0.2373226135969162,0.43,0.0
6287,utility mining,utility mining,1.0,1.0,1.0
6289,frequent itemset mining,utility mining,0.23599045,0.42,0.0
6291,utility effect,utility mining,0.34323743,0.69,0.0
6293,downward closure property,downward closure,0.7150942090000001,0.95,0.0
6295,data mining,utility mining,0.38222575200000003,0.42,0.0
6297,"['utility mining', 'frequent itemset mining', 'utility effect', 'downward closure property', 'data mining']","['utility mining', 'average utility', 'downward closure', 'two phase mining']",0.38113204638163256,0.31,0.22222222222222224
6299,surgical workflow,surgical process model,0.6592407229999999,0.84,0.0
6301,workflow management,workflow,0.645033658,0.92,0.0
6303,cataract surgery,computer assisted surgery,0.110881656,0.57,0.0
6305,surgical process model,surgical process model,1.0,1.0,1.0
6307,workflow net,workflow,0.5830694439999999,0.78,0.0
6309,workflow schemata,workflow,0.508085251,0.79,0.0
6311,"['surgical workflow', 'workflow management', 'cataract surgery', 'surgical process model', 'workflow net', 'workflow schemata']","['workflow', 'surgical process model', 'operative surgical procedures', 'computer assisted decision making', 'computer assisted surgery']",0.416100335233836,0.34,0.1818181818181818
6313,deep subduction,subduction,0.487560451,0.67,0.0
6315,olivine to spinel phase transformation,olivine,0.334302545,0.6,0.0
6317,heat transfer,phase transitions,0.283067018,0.34,0.0
6319,seismicity,density anomaly,0.02112972,0.05,0.0
6321,seismic velocity,temperature,0.17577981899999998,0.3,0.0
6323,seismicity distribution,density anomaly,0.102811381,0.03,0.0
6325,shear instability,density anomaly,0.149465039,0.02,0.0
6327,buoyancy forces,density anomaly,-0.023712982999999997,0.01,0.0
6329,latent heat release,density anomaly,0.071628161,0.03,0.0
6331,"['deep subduction', 'olivine to spinel phase transformation', 'heat transfer', 'seismicity', 'seismic velocity', 'seismicity', 'seismicity distribution', 'seismicity', 'seismicity', 'shear instability', 'buoyancy forces', 'latent heat release']","['subduction', 'temperature', 'olivine', 'spinel', 'phase transitions', 'density anomaly']",0.05417338344785902,0.45,0.0
6333,online advertising,endorser advertising,0.26144444899999997,0.47,0.0
6335,social network,social network,1.0,1.0,1.0
6337,user preference analysis,influence model,0.159454346,0.36,0.0
6339,dynamic social influence,influence model,0.218765691,0.45,0.0
6341,celebrity endorsement,endorser advertising,0.233156055,0.58,0.0
6343,"['online advertising', 'social network', 'user preference analysis', 'dynamic social influence', 'celebrity endorsement']","['social network', 'endorser advertising', 'ewom', 'influence model', 'word of mouth']",0.20000000000000004,0.21,0.20000000000000004
6345,similarity measure,similarity measure,0.9999997620000001,1.0,1.0
6347,type <digit> fuzzy set,type <digit> fuzzy sets,0.898845553,0.97,1.0
6349,clustering,gaussian type <digit> fuzzy sets,-0.10213355,0.02,0.0
6351,fuzzy relation,gaussian type <digit> fuzzy sets,0.066487402,0.04,0.0
6353,"['similarity measure', 'type <digit> fuzzy set', 'clustering', 'fuzzy relation']","['similarity measure', 'type <digit> fuzzy sets', 'gaussian type <digit> fuzzy sets', 'hausdorff distance']",0.5463506492807266,0.32,0.5
6355,unity,unity,1.000000238,1.0,1.0
6357,nqthm,pc nqthm,0.716785371,0.86,0.0
6359,concurrent programs,parallelism,0.264494956,0.36,0.0
6361,theorem proving,theorem proving,1.000000238,1.0,1.0
6363,skolem's functions,pc nqthm,-0.087399423,0.04,0.0
6365,"['unity', 'nqthm', 'concurrent programs', 'theorem proving', ""skolem's functions""]","['unity', 'pc nqthm', 'concurrency', 'theorem proving', 'parallelism']",0.5433571696281433,0.31,0.4000000000000001
6367,reconciliation,reconciliation,0.9999997620000001,1.0,1.0
6369,data sharing,data sharing,0.9999997620000001,1.0,1.0
6371,data consistency,data integration,0.614255607,0.64,0.0
6373,data integration,data integration,1.0,1.0,1.0
6375,concurrency control,data integration,0.308273792,0.36,0.0
6377,inconsistency repair,consistency,0.297222793,0.38,0.0
6379,distributed clustering,distributed,0.32368162300000003,0.77,0.0
6381,conflict,conflict,0.9999997620000001,1.0,1.0
6383,data repositories,data integration,0.576228201,0.55,0.0
6385,data sharing and sharing,data sharing,0.527724206,0.93,0.0
6387,data update,data integration,0.558832109,0.55,0.0
6389,data,data,1.0,1.0,1.0
6391,"['reconciliation', 'data sharing', 'data consistency', 'data integration', 'concurrency control', 'inconsistency repair', 'distributed clustering', 'conflict', 'data repositories', 'data sharing and sharing', 'data update', 'data repositories', 'data']","['collaboration', 'collaborative data sharing', 'data', 'data sharing', 'sharing', 'communities', 'global', 'consistency', 'values', 'data integration', 'participant', 'updates', 'algorithm', 'paper', 'decentralization', 'model', 'publish', 'ad hoc', 'association', 'proven', 'informal', 'author', 'ranking', 'mean', 'semantic', 'database', 'reconciliation', 'distributed', 'cluster', 'demonstrate', 'conflict', 'users', 'peer to peer', 'transactions']",0.2930061381307128,0.21,0.21276595744680854
6393,evolutionary strategies,evolutionary strategies,1.0,1.0,1.0
6395,3d graphical models,3d head model,0.5800335999999999,0.77,0.0
6397,content based categorization,pattern classification,0.322897792,0.46,0.0
6399,3d retrieval,3d head model,0.345289499,0.65,0.0
6401,3d model transformations,3d head model,0.568423033,0.77,0.0
6403,"['evolutionary strategies', '3d graphical models', 'content based categorization', '3d retrieval', '3d model transformations']","['evolutionary strategies', 'pattern classification', '3d head model', 'evolutionary computation', 'multiple classifier system']",0.4439635720189571,0.12,0.20000000000000004
6405,face recognition,face recognition,1.0,1.0,1.0
6407,linear discriminant,fisher linear discriminant,0.546595752,0.62,0.0
6409,feature extraction,pattern classification,0.281708956,0.19,0.0
6411,pattern classification,pattern classification,1.000000238,1.0,1.0
6413,fisher linear discriminant,fisher linear discriminant,1.0,1.0,1.0
6415,maximum scatter difference,pattern classification,-0.006813926,0.01,0.0
6417,"['face recognition', 'linear discriminant', 'feature extraction', 'pattern classification', 'fisher linear discriminant', 'maximum scatter difference']","['face recognition', 'pattern classification', 'fisher linear discriminant', 'small sample size problem', 'multi objective programming', 'binary linear classifier']",0.5821967225986293,0.43,0.5
6419,multi channel sampling,multi channel sampling,1.000000238,1.0,1.0
6421,shift invariant space,shift invariant spaces,0.8491082790000001,0.96,1.0
6423,frame sequence,frames,0.315294862,0.82,0.0
6425,fourier duality,multi channel sampling,-0.04439915,0.02,0.0
6427,"['multi channel sampling', 'shift invariant space', 'frame sequence', 'fourier duality']","['multi channel sampling', 'shift invariant spaces', 'frames']",0.528316719191415,0.87,0.5714285714285715
6429,b to b e commerce,b to b e commerce,1.0,1.0,1.0
6431,e commerce initiatives,business processes,0.240024075,0.48,0.0
6433,benefits,business processes,0.07284581700000001,0.02,0.0
6435,manufacturing smes,smes,0.305526048,0.5,0.0
6437,focus of e commerce,business processes,0.050549212999999996,0.04,0.0
6439,"['b to b e commerce', 'e commerce initiatives', 'benefits', 'manufacturing smes', 'focus of e commerce']","['b to b e commerce', 'smes', 'business processes']",0.25,0.32,0.25
6441,incomplete information,incomplete information,1.0,1.0,1.0
6443,cooperative control,cooperative control,1.0,1.0,1.0
6445,distributed energy resources,distributed energy resources,1.0,1.0,1.0
6447,microgrid,cooperative control,0.039063245,0.01,0.0
6449,islanding,cooperative control,-0.04263499,0.01,0.0
6451,symmetrical uncertainty,cooperative control,0.25146099899999996,0.24,0.0
6453,multi objective,cooperative control,-0.067116365,0.03,0.0
6455,"['incomplete information', 'cooperative control', 'distributed energy resources', 'microgrid', 'islanding', 'symmetrical uncertainty', 'multi objective']","['incomplete information', 'cooperative control', 'distributed energy resources', 'decentralized control', 'ann based control']",0.5,0.32,0.5
6457,rough sets,rough sets,1.0,1.0,1.0
6459,paraconsistent logic programming,paraconsistent reasoning,0.673267663,0.78,0.0
6461,four valued logic,four valued logics,0.625595033,0.81,1.0
6463,paraconsistent rule languages,paraconsistent reasoning,0.6243892910000001,0.69,0.0
6465,logical frameworks,four valued logics,0.135193929,0.42,0.0
6467,"['rough sets', 'paraconsistent logic programming', 'four valued logic', 'paraconsistent rule languages', 'logical frameworks']","['rough sets', 'four valued logics', 'approximate reasoning', 'paraconsistent reasoning']",0.5796404697948758,0.54,0.4444444444444445
6469,tikhonov regularization,tikhonov regularization,1.0,1.0,1.0
6471,ill posed linear algebraic problems,ill posed linear system,0.349116892,0.64,0.0
6473,invariant manifold method,conjugate gradient method,0.315697968,0.36,0.0
6475,optimal vector method,optimal vector method,1.0,1.0,1.0
6477,hopf bifurcation,dynamical tikhonov regularization,-0.048356939,0.01,0.0
6479,slow manifold method,conjugate gradient method,0.19823232300000002,0.3,0.0
6481,"['tikhonov regularization', 'ill posed linear algebraic problems', 'invariant manifold method', 'optimal vector method', 'hopf bifurcation', 'slow manifold method']","['dynamical tikhonov regularization', 'tikhonov regularization', 'adaptive tikhonov method', 'optimal vector method', 'ill posed linear system', 'steepest descent method', 'conjugate gradient method', 'barzilai borwein method', '65f10', '65f22']",0.3216376980201736,0.47,0.25
6483,transit,public transit,0.311121434,0.86,0.0
6485,accessibility,accessibility,0.9999997620000001,1.0,1.0
6487,gis,geographic information systems,-0.179292649,0.03,0.0
6489,routes,schedule and route information,0.102886498,0.48,0.0
6491,scheduling,schedule and route information,0.20878650199999998,0.72,0.0
